app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,revision_version,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather,wind_dir,wind_gust_spd,wind_spd,market_name_lookup,latitude_lookup,longitude_lookup
24.9,278.1,16,2025-11-04:17,22.2,0,0,-64.1,0,,n,0.0,977,final,2.1,89,1012,0,0,24.1,2025-11-04T22:30:00,2025-11-04T17:00:00,1762275600,0.0,16,"{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'}",216,3.2,2.0,Uchhal,21.385,73.633
24.6,295.2,25,2025-11-04:18,22.7,0,0,-77.6,0,,n,0.0,976,final,2.1,94,1012,0,0,23.7,2025-11-04T23:30:00,2025-11-04T18:00:00,1762279200,0.0,16,"{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'}",218,3.2,2.0,Uchhal,21.385,73.633
24.9,29.9,19,2025-11-04:19,22.5,0,0,-83.5,0,,n,0.0,977,final,2.1,91,1012,0,0,24.1,2025-11-05T00:30:00,2025-11-04T19:00:00,1762282800,0.0,16,"{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'}",220,3.6,2.0,Uchhal,21.385,73.633
24.6,75.1,42,2025-11-04:20,22.7,0,0,-71.7,0,,n,0.0,976,final,2.1,94,1012,0,0,23.7,2025-11-05T01:30:00,2025-11-04T20:00:00,1762286400,0.0,16,"{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'}",218,3.6,2.0,Uchhal,21.385,73.633
24.6,85.6,40,2025-11-04:21,23.0,0,0,-57.9,0,,n,0.0,976,final,2.1,96,1011,0,0,23.7,2025-11-05T02:30:00,2025-11-04T21:00:00,1762290000,0.0,16,"{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'}",212,2.8,1.6,Uchhal,21.385,73.633
24.1,91.6,41,2025-11-04:22,22.1,0,0,-44.0,0,,n,0.0,974,final,2.1,93,1010,0,0,23.3,2025-11-05T03:30:00,2025-11-04T22:00:00,1762293600,0.0,16,"{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'}",228,2.4,2.4,Uchhal,21.385,73.633
23.3,96.3,33,2025-11-04:23,21.1,0,0,-30.0,0,,n,0.0,986,final,2.1,91,1022,0,0,22.6,2025-11-05T04:30:00,2025-11-04T23:00:00,1762297200,0.0,16,"{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'}",240,2.0,0.4,Uchhal,21.385,73.633
23.3,100.9,20,2025-11-05:00,21.1,0,0,-16.2,0,,n,0.0,986,interim,0.0,91,1022,0,0,22.6,2025-11-05T05:30:00,2025-11-05T00:00:00,1762300800,0.0,16,"{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'}",224,2.0,0.4,Uchhal,21.385,73.633
23.3,105.9,24,2025-11-05:01,21.1,0,0,-2.7,0,,n,0.0,986,interim,0.0,91,1022,0,0,22.6,2025-11-05T06:30:00,2025-11-05T01:00:00,1762304400,0.0,16,"{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'}",192,1.6,0.4,Uchhal,21.385,73.633
23.3,111.7,28,2025-11-05:02,21.4,55,503,10.6,139,,d,0.0,988,interim,0.0,93,1024,0,129,22.6,2025-11-05T07:30:00,2025-11-05T02:00:00,1762308000,1.7,16,"{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'}",180,1.6,0.4,Uchhal,21.385,73.633
24.8,119.0,34,2025-11-05:03,21.4,84,729,23.2,365,,d,0.0,988,interim,0.0,85,1024,0,334,24.1,2025-11-05T08:30:00,2025-11-05T03:00:00,1762311600,2.1,16,"{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'}",194,2.4,0.8,Uchhal,21.385,73.633
25.9,128.9,0,2025-11-05:04,21.5,102,836,34.8,572,,d,0.0,988,interim,0.0,80,1024,0,537,25.2,2025-11-05T09:30:00,2025-11-05T04:00:00,1762315200,4.2,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",224,3.2,1.2,Uchhal,21.385,73.633
26.9,142.7,0,2025-11-05:05,21.5,112,893,44.6,732,,d,0.0,988,interim,0.0,75,1024,0,688,26.3,2025-11-05T10:30:00,2025-11-05T05:00:00,1762318800,6.0,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",230,4.0,1.6,Uchhal,21.385,73.633
29.4,162.0,0,2025-11-05:06,21.2,118,920,51.1,827,,d,0.0,988,interim,0.0,69,1024,0,778,27.4,2025-11-05T11:30:00,2025-11-05T06:00:00,1762322400,7.3,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",240,3.6,1.6,Uchhal,21.385,73.633
30.0,185.3,0,2025-11-05:07,20.4,119,926,52.7,848,,d,0.0,986,interim,0.0,63,1021,0,800,28.1,2025-11-05T12:30:00,2025-11-05T07:00:00,1762326000,7.6,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",248,3.6,1.6,Uchhal,21.385,73.633
30.4,207.3,0,2025-11-05:08,19.5,116,911,48.7,793,,d,0.0,986,interim,0.0,57,1021,0,750,28.9,2025-11-05T13:30:00,2025-11-05T08:00:00,1762329600,6.8,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",258,3.6,1.2,Uchhal,21.385,73.633
30.0,224.0,0,2025-11-05:09,18.7,108,871,40.5,667,,d,0.0,984,interim,0.0,54,1019,0,633,28.9,2025-11-05T14:30:00,2025-11-05T09:00:00,1762333200,5.2,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",266,3.6,1.2,Uchhal,21.385,73.633
29.8,235.9,0,2025-11-05:10,18.1,95,796,29.7,483,,d,0.0,984,interim,0.0,52,1019,0,459,28.9,2025-11-05T15:30:00,2025-11-05T10:00:00,1762336800,3.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",278,3.6,1.2,Uchhal,21.385,73.633
29.2,244.4,0,2025-11-05:11,17.7,73,651,17.6,263,,d,0.0,984,interim,0.0,52,1019,0,250,28.5,2025-11-05T16:30:00,2025-11-05T11:00:00,1762340400,2.4,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",292,3.2,1.2,Uchhal,21.385,73.633
28.6,250.9,0,2025-11-05:12,18.9,34,286,4.7,47,,d,0.0,984,interim,0.0,60,1019,0,45,27.4,2025-11-05T17:30:00,2025-11-05T12:00:00,1762344000,2.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",298,3.2,0.8,Uchhal,21.385,73.633
26.3,256.3,0,2025-11-05:13,19.3,0,0,-8.7,0,,n,0.0,986,interim,0.0,67,1022,0,0,25.9,2025-11-05T18:30:00,2025-11-05T13:00:00,1762347600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",308,2.4,0.8,Uchhal,21.385,73.633
25.6,261.0,0,2025-11-05:14,19.3,0,0,-22.4,0,,n,0.0,986,interim,0.0,70,1022,0,0,25.2,2025-11-05T19:30:00,2025-11-05T14:00:00,1762351200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",324,2.4,0.8,Uchhal,21.385,73.633
24.7,265.5,0,2025-11-05:15,18.8,0,0,-36.3,0,,n,0.0,988,interim,0.0,71,1024,0,0,24.4,2025-11-05T20:30:00,2025-11-05T15:00:00,1762354800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",332,2.0,0.8,Uchhal,21.385,73.633
24.5,270.5,2,2025-11-05:16,19.0,0,0,-50.3,0,,n,0.0,988,interim,0.0,73,1024,0,0,24.1,2025-11-05T21:30:00,2025-11-05T16:00:00,1762358400,0.0,16,"{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'}",334,2.0,0.4,Uchhal,21.385,73.633
24.2,277.5,0,2025-11-05:17,20.0,0,0,-64.2,0,,n,0.0,988,interim,0.0,80,1024,0,0,23.7,2025-11-05T22:30:00,2025-11-05T17:00:00,1762362000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",312,2.0,0.4,Uchhal,21.385,73.633
23.8,294.0,0,2025-11-05:18,20.1,0,0,-77.7,0,,n,0.0,988,interim,0.0,82,1024,0,0,23.3,2025-11-05T23:30:00,2025-11-05T18:00:00,1762365600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",306,1.6,0.4,Uchhal,21.385,73.633
23.0,31.2,0,2025-11-05:19,19.2,0,0,-83.8,0,,n,0.0,986,interim,0.0,81,1022,0,0,22.6,2025-11-06T00:30:00,2025-11-05T19:00:00,1762369200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",312,1.6,0.4,Uchhal,21.385,73.633
22.6,76.0,0,2025-11-05:20,18.8,0,0,-71.8,0,,n,0.0,986,interim,0.0,81,1022,0,0,22.2,2025-11-06T01:30:00,2025-11-05T20:00:00,1762372800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",318,1.2,0.4,Uchhal,21.385,73.633
22.3,86.2,0,2025-11-05:21,18.5,0,0,-58.0,0,,n,0.0,986,interim,0.0,81,1022,0,0,21.9,2025-11-06T02:30:00,2025-11-05T21:00:00,1762376400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",336,1.2,0.0,Uchhal,21.385,73.633
21.5,92.0,0,2025-11-05:22,18.5,0,0,-44.1,0,,n,0.0,986,interim,0.0,85,1022,0,0,21.1,2025-11-06T03:30:00,2025-11-05T22:00:00,1762380000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",6,1.2,0.0,Uchhal,21.385,73.633
20.9,96.7,6,2025-11-05:23,18.9,0,0,-30.1,0,,n,0.0,986,interim,0.0,91,1022,0,0,20.4,2025-11-06T04:30:00,2025-11-05T23:00:00,1762383600,0.0,16,"{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'}",30,1.2,0.0,Uchhal,21.385,73.633
20.1,101.2,14,2025-11-06:00,18.8,0,0,-16.4,0,,n,0.0,986,interim,0.0,95,1022,0,0,19.6,2025-11-06T05:30:00,2025-11-06T00:00:00,1762387200,0.0,16,"{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'}",48,1.2,0.0,Uchhal,21.385,73.633
19.7,106.2,6,2025-11-06:01,18.1,0,0,-2.8,0,,n,0.0,986,interim,0.0,93,1022,0,0,19.3,2025-11-06T06:30:00,2025-11-06T01:00:00,1762390800,0.0,16,"{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'}",74,1.6,0.4,Uchhal,21.385,73.633
20.0,112.0,11,2025-11-06:02,18.4,55,500,10.4,137,,d,0.0,988,interim,0.0,93,1025,0,130,19.6,2025-11-06T07:30:00,2025-11-06T02:00:00,1762394400,2.0,16,"{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'}",76,1.6,0.4,Uchhal,21.385,73.633
22.8,119.3,0,2025-11-06:03,20.3,84,728,23.0,362,,d,0.0,988,interim,0.0,89,1024,0,341,22.2,2025-11-06T08:30:00,2025-11-06T03:00:00,1762398000,2.8,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",88,1.6,0.0,Uchhal,21.385,73.633
25.7,129.1,0,2025-11-06:04,20.5,101,835,34.6,569,,d,0.0,990,interim,0.0,75,1026,0,537,25.2,2025-11-06T09:30:00,2025-11-06T04:00:00,1762401600,4.2,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",60,1.6,0.0,Uchhal,21.385,73.633
26.9,142.9,0,2025-11-06:05,21.1,112,892,44.3,728,,d,0.0,990,interim,0.0,73,1026,0,685,26.3,2025-11-06T10:30:00,2025-11-06T05:00:00,1762405200,5.9,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",348,1.6,0.0,Uchhal,21.385,73.633
29.6,162.1,0,2025-11-06:06,20.4,118,920,50.8,823,,d,0.0,988,interim,0.0,64,1024,0,776,27.8,2025-11-06T11:30:00,2025-11-06T06:00:00,1762408800,7.2,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",20,2.4,0.8,Uchhal,21.385,73.633
30.3,185.3,0,2025-11-06:07,19.2,119,925,52.4,844,,d,0.0,988,interim,0.0,56,1023,0,800,28.9,2025-11-06T12:30:00,2025-11-06T07:00:00,1762412400,7.6,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",42,3.6,1.2,Uchhal,21.385,73.633
30.1,207.1,0,2025-11-06:08,17.8,116,910,48.4,789,,d,0.0,986,interim,0.0,50,1021,0,751,29.3,2025-11-06T13:30:00,2025-11-06T08:00:00,1762416000,6.7,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",58,4.4,1.6,Uchhal,21.385,73.633
29.9,223.8,0,2025-11-06:09,16.8,108,871,40.3,664,,d,0.0,986,interim,0.0,46,1021,0,634,29.6,2025-11-06T14:30:00,2025-11-06T09:00:00,1762419600,5.2,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",62,4.4,2.0,Uchhal,21.385,73.633
29.7,235.6,5,2025-11-06:10,16.8,95,795,29.6,481,,d,0.0,986,interim,0.0,47,1021,0,459,29.3,2025-11-06T15:30:00,2025-11-06T10:00:00,1762423200,3.4,16,"{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'}",56,4.4,1.6,Uchhal,21.385,73.633
29.3,244.1,0,2025-11-06:11,15.8,73,649,17.5,261,,d,0.0,986,interim,0.0,44,1021,0,250,29.3,2025-11-06T16:30:00,2025-11-06T11:00:00,1762426800,2.4,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",26,3.2,1.2,Uchhal,21.385,73.633
28.7,250.6,0,2025-11-06:12,17.9,33,280,4.6,46,,d,0.0,986,interim,0.0,55,1021,0,44,27.8,2025-11-06T17:30:00,2025-11-06T12:00:00,1762430400,2.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",10,2.8,0.8,Uchhal,21.385,73.633
26.2,256.0,0,2025-11-06:13,18.1,0,0,-8.8,0,,n,0.0,986,interim,0.0,62,1022,0,0,25.9,2025-11-06T18:30:00,2025-11-06T13:00:00,1762434000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",4,2.4,0.8,Uchhal,21.385,73.633
24.6,260.6,0,2025-11-06:14,17.6,0,0,-22.5,0,,n,0.0,988,interim,0.0,66,1024,0,0,24.4,2025-11-06T19:30:00,2025-11-06T14:00:00,1762437600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",10,2.4,1.2,Uchhal,21.385,73.633
23.5,265.1,0,2025-11-06:15,17.3,0,0,-36.4,0,,n,0.0,988,interim,0.0,69,1024,0,0,23.3,2025-11-06T20:30:00,2025-11-06T15:00:00,1762441200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",22,2.8,1.2,Uchhal,21.385,73.633
22.8,270.0,0,2025-11-06:16,17.1,0,0,-50.3,0,,n,0.0,988,interim,0.0,71,1024,0,0,22.6,2025-11-06T21:30:00,2025-11-06T16:00:00,1762444800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",32,2.8,1.2,Uchhal,21.385,73.633
22.7,276.8,0,2025-11-06:17,16.4,0,0,-64.3,0,,n,0.0,988,interim,0.0,68,1024,0,0,22.6,2025-11-06T22:30:00,2025-11-06T17:00:00,1762448400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",30,2.8,1.2,Uchhal,21.385,73.633
21.9,292.7,0,2025-11-06:18,16.0,0,0,-77.8,0,,n,0.0,988,interim,0.0,69,1024,0,0,21.9,2025-11-06T23:30:00,2025-11-06T18:00:00,1762452000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",38,2.8,1.2,Uchhal,21.385,73.633
21.1,32.5,0,2025-11-06:19,15.6,0,0,-84.0,0,,n,0.0,988,interim,0.0,71,1024,0,0,21.1,2025-11-07T00:30:00,2025-11-06T19:00:00,1762455600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",42,2.8,1.2,Uchhal,21.385,73.633
20.7,76.9,0,2025-11-06:20,15.3,0,0,-71.9,0,,n,0.0,988,interim,0.0,71,1024,0,0,20.7,2025-11-07T01:30:00,2025-11-06T20:00:00,1762459200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",42,2.8,0.8,Uchhal,21.385,73.633
19.9,86.7,0,2025-11-06:21,14.4,0,0,-58.1,0,,n,0.0,988,interim,0.0,70,1024,0,0,20.0,2025-11-07T02:30:00,2025-11-06T21:00:00,1762462800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",42,2.4,0.8,Uchhal,21.385,73.633
19.4,92.3,0,2025-11-06:22,13.8,0,0,-44.2,0,,n,0.0,988,interim,0.0,69,1025,0,0,19.6,2025-11-07T03:30:00,2025-11-06T22:00:00,1762466400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",42,2.4,0.8,Uchhal,21.385,73.633
18.8,97.0,0,2025-11-06:23,14.4,0,0,-30.2,0,,n,0.0,988,interim,0.0,75,1025,0,0,18.9,2025-11-07T04:30:00,2025-11-06T23:00:00,1762470000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",42,2.0,0.8,Uchhal,21.385,73.633
18.3,101.5,0,2025-11-07:00,13.8,0,0,-16.5,0,,n,0.0,988,interim,0.0,74,1025,0,0,18.5,2025-11-07T05:30:00,2025-11-07T00:00:00,1762473600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",44,2.4,0.8,Uchhal,21.385,73.633
18.1,106.4,0,2025-11-07:01,13.2,0,0,-2.9,0,,n,0.0,988,interim,0.0,73,1025,0,0,18.1,2025-11-07T06:30:00,2025-11-07T01:00:00,1762477200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",44,2.4,0.8,Uchhal,21.385,73.633
18.1,112.2,0,2025-11-07:02,13.6,55,496,10.3,135,,d,0.0,990,interim,0.0,75,1027,0,130,18.1,2025-11-07T07:30:00,2025-11-07T02:00:00,1762480800,2.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",48,2.4,0.8,Uchhal,21.385,73.633
21.2,119.5,0,2025-11-07:03,16.3,84,726,22.9,359,,d,0.0,990,interim,0.0,74,1026,0,343,21.1,2025-11-07T08:30:00,2025-11-07T03:00:00,1762484400,2.8,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",62,2.8,0.8,Uchhal,21.385,73.633
25.2,129.4,0,2025-11-07:04,15.5,101,834,34.4,566,,d,0.0,990,interim,0.0,55,1026,0,542,25.2,2025-11-07T09:30:00,2025-11-07T04:00:00,1762488000,4.2,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",84,3.2,1.2,Uchhal,21.385,73.633
26.4,143.2,0,2025-11-07:05,16.0,112,891,44.1,725,,d,0.0,990,interim,0.0,53,1026,0,694,26.3,2025-11-07T10:30:00,2025-11-07T05:00:00,1762491600,5.9,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",90,4.4,1.6,Uchhal,21.385,73.633
27.8,162.2,0,2025-11-07:06,16.1,117,919,50.6,820,,d,0.0,990,interim,0.0,50,1026,0,785,27.4,2025-11-07T11:30:00,2025-11-07T06:00:00,1762495200,7.2,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",84,4.8,2.0,Uchhal,21.385,73.633
28.3,185.2,0,2025-11-07:07,15.7,119,925,52.1,841,,d,0.0,990,interim,0.0,47,1026,0,805,28.1,2025-11-07T12:30:00,2025-11-07T07:00:00,1762498800,7.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",80,5.2,2.4,Uchhal,21.385,73.633
28.8,206.9,0,2025-11-07:08,15.1,115,910,48.2,786,,d,0.0,988,interim,0.0,43,1023,0,754,28.9,2025-11-07T13:30:00,2025-11-07T08:00:00,1762502400,6.7,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",74,5.2,2.0,Uchhal,21.385,73.633
28.7,223.5,0,2025-11-07:09,14.7,108,870,40.0,661,,d,0.0,988,interim,0.0,42,1023,0,635,28.9,2025-11-07T14:30:00,2025-11-07T09:00:00,1762506000,5.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",62,4.8,2.0,Uchhal,21.385,73.633
28.4,235.3,0,2025-11-07:10,14.7,94,794,29.4,478,,d,0.0,988,interim,0.0,43,1023,0,459,28.5,2025-11-07T15:30:00,2025-11-07T10:00:00,1762509600,3.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",44,4.4,1.6,Uchhal,21.385,73.633
28.3,243.9,0,2025-11-07:11,14.3,73,648,17.3,259,,d,0.0,988,interim,0.0,42,1023,0,249,28.5,2025-11-07T16:30:00,2025-11-07T11:00:00,1762513200,2.4,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",16,4.0,1.6,Uchhal,21.385,73.633
27.3,250.4,0,2025-11-07:12,16.0,33,275,4.4,45,,d,0.0,988,interim,0.0,52,1024,0,43,26.7,2025-11-07T17:30:00,2025-11-07T12:00:00,1762516800,2.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",4,3.6,0.8,Uchhal,21.385,73.633
24.4,255.7,0,2025-11-07:13,15.1,0,0,-8.9,0,,n,0.0,988,interim,0.0,56,1024,0,0,24.4,2025-11-07T18:30:00,2025-11-07T13:00:00,1762520400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",356,2.8,0.8,Uchhal,21.385,73.633
22.9,260.3,0,2025-11-07:14,14.8,0,0,-22.6,0,,n,0.0,988,interim,0.0,60,1024,0,0,23.0,2025-11-07T19:30:00,2025-11-07T14:00:00,1762524000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",2,2.4,0.8,Uchhal,21.385,73.633
21.7,264.8,0,2025-11-07:15,14.0,0,0,-36.4,0,,n,0.0,990,interim,0.0,61,1026,0,0,21.9,2025-11-07T20:30:00,2025-11-07T15:00:00,1762527600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",10,2.0,0.8,Uchhal,21.385,73.633
20.5,269.6,0,2025-11-07:16,14.1,0,0,-50.4,0,,n,0.0,990,interim,0.0,66,1026,0,0,20.7,2025-11-07T21:30:00,2025-11-07T16:00:00,1762531200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",16,2.0,0.8,Uchhal,21.385,73.633
20.5,276.1,0,2025-11-07:17,13.4,0,0,-64.3,0,,n,0.0,990,interim,0.0,63,1026,0,0,20.7,2025-11-07T22:30:00,2025-11-07T17:00:00,1762534800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",10,2.0,0.8,Uchhal,21.385,73.633
20.2,291.4,0,2025-11-07:18,13.4,0,0,-78.0,0,,n,0.0,990,interim,0.0,64,1026,0,0,20.4,2025-11-07T23:30:00,2025-11-07T18:00:00,1762538400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",14,2.0,0.8,Uchhal,21.385,73.633
19.3,33.9,0,2025-11-07:19,12.8,0,0,-84.3,0,,n,0.0,990,interim,0.0,65,1027,0,0,19.6,2025-11-08T00:30:00,2025-11-07T19:00:00,1762542000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",26,2.0,0.8,Uchhal,21.385,73.633
18.6,77.8,0,2025-11-07:20,12.9,0,0,-72.1,0,,n,0.0,990,interim,0.0,68,1027,0,0,18.9,2025-11-08T01:30:00,2025-11-07T20:00:00,1762545600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",36,2.0,0.8,Uchhal,21.385,73.633
18.2,87.2,0,2025-11-07:21,12.9,0,0,-58.2,0,,n,0.0,990,interim,0.0,70,1027,0,0,18.5,2025-11-08T02:30:00,2025-11-07T21:00:00,1762549200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",42,2.0,0.8,Uchhal,21.385,73.633
17.8,92.8,0,2025-11-07:22,12.9,0,0,-44.2,0,,n,0.0,988,interim,0.0,73,1025,0,0,17.8,2025-11-08T03:30:00,2025-11-07T22:00:00,1762552800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",40,2.0,0.8,Uchhal,21.385,73.633
16.7,97.3,0,2025-11-07:23,13.0,0,0,-30.3,0,,n,0.0,990,interim,0.0,79,1027,0,0,16.7,2025-11-08T04:30:00,2025-11-07T23:00:00,1762556400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",44,2.0,0.8,Uchhal,21.385,73.633
16.3,101.8,0,2025-11-08:00,12.3,0,0,-16.5,0,,n,0.0,990,interim,0.0,77,1027,0,0,16.3,2025-11-08T05:30:00,2025-11-08T00:00:00,1762560000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",46,2.0,0.8,Uchhal,21.385,73.633
15.9,106.7,0,2025-11-08:01,11.9,0,0,-3.0,0,,n,0.0,990,interim,0.0,77,1027,0,0,15.9,2025-11-08T06:30:00,2025-11-08T01:00:00,1762563600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",50,2.0,0.8,Uchhal,21.385,73.633
16.3,112.5,0,2025-11-08:02,12.7,54,492,10.1,132,,d,0.0,990,interim,0.0,79,1027,0,127,16.3,2025-11-08T07:30:00,2025-11-08T02:00:00,1762567200,2.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",50,2.4,0.8,Uchhal,21.385,73.633
19.6,119.8,0,2025-11-08:03,15.3,84,724,22.7,356,,d,0.0,992,interim,0.0,76,1029,0,341,19.6,2025-11-08T08:30:00,2025-11-08T03:00:00,1762570800,2.8,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",58,2.4,0.8,Uchhal,21.385,73.633
23.6,129.6,0,2025-11-08:04,14.7,101,833,34.2,562,,d,0.0,992,interim,0.0,57,1028,0,540,23.7,2025-11-08T09:30:00,2025-11-08T04:00:00,1762574400,4.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",76,2.8,0.8,Uchhal,21.385,73.633
25.2,143.4,0,2025-11-08:05,14.9,112,890,43.8,721,,d,0.0,992,interim,0.0,53,1028,0,692,25.2,2025-11-08T10:30:00,2025-11-08T05:00:00,1762578000,5.8,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",68,2.8,1.2,Uchhal,21.385,73.633
27.0,162.3,0,2025-11-08:06,14.5,117,918,50.3,816,,d,0.0,992,interim,0.0,47,1028,0,784,26.7,2025-11-08T11:30:00,2025-11-08T06:00:00,1762581600,7.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",54,3.2,1.2,Uchhal,21.385,73.633
27.5,185.1,0,2025-11-08:07,13.0,118,924,51.8,837,,d,0.0,990,interim,0.0,40,1026,0,807,27.8,2025-11-08T12:30:00,2025-11-08T07:00:00,1762585200,7.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",40,3.2,1.2,Uchhal,21.385,73.633
